id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
720,1702,Yes,2.3,No,12,Yes,52,0.5,145,2,15,1397,1491,2501,16,12,4,Yes,No,No,Yes
721,808,No,0.5,Yes,0,No,8,0.1,192,4,1,618,1891,3762,15,9,12,Yes,No,Yes,Yes
722,1156,No,0.5,No,6,No,61,0.1,89,7,9,1214,1262,1796,16,6,13,No,Yes,Yes,No
723,1271,No,0.5,Yes,2,No,54,0.1,159,8,3,613,650,990,14,11,6,No,Yes,Yes,No
724,696,No,0.5,No,6,No,51,0.3,197,3,8,649,907,2630,18,8,9,No,No,Yes,No
725,1981,Yes,1.9,Yes,13,No,45,0.3,175,6,18,193,1234,1380,10,1,13,No,Yes,No,No
726,614,No,1.7,Yes,0,Yes,58,0.2,128,7,2,22,519,3487,15,6,11,Yes,Yes,Yes,No
727,1590,No,0.6,Yes,0,No,7,0.3,122,3,17,1464,1595,1201,12,3,18,Yes,Yes,Yes,No
728,1945,No,1.6,No,4,No,21,0.7,113,3,10,280,895,3015,6,1,15,No,No,No,Yes
729,1135,Yes,2.8,Yes,9,No,43,0.4,158,1,11,690,1589,3204,18,13,6,Yes,No,No,Yes
730,1049,No,0.6,Yes,8,Yes,2,0.3,172,6,10,39,1564,433,10,7,6,Yes,No,No,No
731,1807,Yes,2.1,No,2,No,49,0.8,125,1,10,337,1384,1906,17,13,13,No,Yes,Yes,No
732,984,Yes,0.5,No,13,Yes,42,0.8,98,7,17,1036,1611,898,16,8,13,Yes,Yes,No,No
733,720,Yes,1.4,Yes,0,Yes,61,0.6,96,7,8,1347,1733,2799,5,3,15,Yes,No,Yes,Yes
734,1536,No,0.8,No,12,No,13,0.3,105,7,20,22,1634,2020,6,5.767,16,Yes,Yes,No,No
735,771,Yes,0.5,No,3,No,25,1,86,4,6,327,922,770,12,1,20,No,Yes,No,No
736,503,No,2.5,No,3,No,57,0.6,185,6,11,778,1291,305,11,8,16,No,No,Yes,No
737,675,No,2.4,No,1,No,42,0.6,187,7,2,482,874,2953,9,5,13,Yes,Yes,No,No
738,1936,Yes,1.9,Yes,13,Yes,34,0.2,182,7,14,591,1089,1671,6,1,9,Yes,No,Yes,No
739,1303,No,1,Yes,0,Yes,15,0.1,138,3,10,229,1604,2574,12,4,14,Yes,Yes,Yes,No
740,1004,Yes,2.9,Yes,0,No,35,0.2,141,6,9,901,1162,3772,17,8,18,No,Yes,Yes,Yes
741,1972,No,1.2,Yes,0,No,37,0.7,102,2,1,715,1648,2870,16,5.767,17,No,No,No,Yes
742,1822,No,1.2,No,0,No,8,0.2,195,6,9.9165,172,910,2577,9,5,8,Yes,Yes,No,No
743,1159,Yes,2.8,No,5,Yes,18,0.5,83,1,7,681,723,2246,8,1,3,Yes,Yes,No,No
744,1782,Yes,2.8,Yes,6,Yes,58,0.8,157,1,13,867,999,2405,15,5.767,16,Yes,No,Yes,No
745,894,No,2.1,Yes,16,No,16,0.7,168,8,20,286,1300,3377,5,1,6,Yes,Yes,Yes,No
746,1884,No,2.1,Yes,7,Yes,43,0.8,185,1,18,451,819,3619,14,8,7,Yes,Yes,Yes,Yes
747,1648,Yes,0.5,No,1,Yes,17,0.9,142,2,3,1119,1238,1184,6,2,2,Yes,No,Yes,No
748,798,No,2.4,No,5,No,4,0.2,96,3,9,526,643,2965,15,7,14,Yes,Yes,No,No
749,802,Yes,2.4,Yes,1,No,45,0.8,157,3,9,1299,1633,3713,8,3,8,No,No,No,Yes
750,1276,Yes,2.9,Yes,2,No,53,0.3,130,2,3,217,735,3798,19,10,8,Yes,Yes,Yes,Yes
751,1331,Yes,1.6,No,0,No,16,0.5,165,2,7,1109,1226,1026,13,5,20,Yes,No,Yes,No
752,1620,No,2.6,Yes,6,No,5,0.9,186,6,18,434,1339,1086,18,14,13,Yes,No,No,No
753,1996,No,2.5,No,5,Yes,51,0.4,122,4,9,671,1445,2236,8,7,12,Yes,No,Yes,No
754,1092,No,2.7,Yes,8,No,45,0.8,185,1,10,1404,1424,1303,12,3,20,No,Yes,Yes,No
755,1018,Yes,0.7,Yes,7,No,63,0.1,155,5,18,856,883,3048,10,3,2,No,No,Yes,No
756,545,No,0.5,No,0,Yes,11,0.3,131,3,1,381,1452,616,15,6,19,Yes,Yes,Yes,No
757,554,Yes,1.3,No,0,No,12,0.1,105,6,10,85,806,3764,10,7,4,No,Yes,Yes,No
758,1264,No,2.9,Yes,2,Yes,34,0.2,171,3,3,562,849,419,7,4,3,Yes,Yes,Yes,No
759,1030,No,1.6,Yes,3,Yes,58,0.2,138,6,20,1111,1812,2858,6,2,18,Yes,Yes,Yes,Yes
760,1432,Yes,1.7,Yes,6,Yes,39,0.3,164,4,18,209,947,504,14,4,10,Yes,Yes,No,No
761,558,Yes,2.8,No,1,Yes,49,0.8,142,5,4,997,1605,392,10,5,8,Yes,Yes,Yes,No
762,829,No,0.5,No,0,No,56,0.6,129,7,1,91,1916,820,12,6,11,Yes,No,Yes,No
763,1741,Yes,1.8,No,0,No,14,0.7,143,8,9.9165,730,1895,3387,11,3,3,Yes,No,No,Yes
764,1849,Yes,2.3,No,7,Yes,15,0.4,144,5,19,606,1123,3447,14,11,19,Yes,No,Yes,Yes
765,733,No,2.1,No,5,Yes,7,0.2,174,7,10,445,1409,1403,15,8,2,Yes,Yes,No,No
766,1872,Yes,0.9,Yes,0,No,16,0.5,80,2,2,286,1484,2295,15,11,16,No,No,Yes,No
767,1853,No,0.5,Yes,1,No,27,0.3,197,6,13,985,1005,1973,10,2,8,Yes,No,Yes,No
768,1149,Yes,2.2,No,4,No,30,0.2,106,6,5,1617,1675,3755,17,14,8,Yes,No,No,Yes
769,891,No,0.5,Yes,9,Yes,25,0.3,196,2,19,375,1724,2073,7,1,10,Yes,No,Yes,No
770,1911,Yes,2,No,7,Yes,64,0.6,163,8,8,1795,1958,3872,9,8,11,Yes,Yes,No,Yes
771,550,Yes,0.5,No,16,Yes,23,0.1,145,2,17,486,1930,302,18,5,8,Yes,No,No,No
772,576,No,0.8,No,0,Yes,27,0.1,121,2,4,757,1518,1519,18,6,8,Yes,No,Yes,No
773,1760,No,1.9,No,1,Yes,50,0.8,198,1,2,273,1704,2549,10,8,4,Yes,Yes,No,No
774,969,No,2.4,No,0,No,45,0.3,124,7,9.9165,491,589,404,18,5,19,Yes,No,Yes,No
775,1160,No,1.1,No,1,Yes,63,0.7,166,3,2,762,859,595,18,4,15,Yes,No,Yes,No
776,827,No,1.1,Yes,2,Yes,18,0.9,160,2,16,448,821,1663,14,5.767,17,Yes,Yes,Yes,No
777,1786,No,0.5,No,9,Yes,58,0.7,161,7,10,231,1671,2764,9,3,7,Yes,Yes,Yes,Yes
778,774,Yes,0.6,Yes,2,Yes,8,0.4,136,1,4,1713,1865,2614,7,5.767,14,Yes,Yes,Yes,No
779,819,Yes,2.5,Yes,0,Yes,11,0.2,83,8,1,438,822,1094,10,5,15,Yes,No,No,No
780,1042,No,2.2,No,15,Yes,11,0.6,139,5,16,68,1018,2826,18,5.767,2,Yes,No,No,No
781,1368,No,3,Yes,10,No,50,0.2,97,7,18,698,829,2496,13,6,5,No,Yes,Yes,No
782,1592,No,2.1,No,6,Yes,50,0.1,181,2,17,510,522,2103,19,8,7,Yes,No,No,No
783,1067,No,1.8,Yes,11,No,14,0.2,146,1,15,965,1009,966,5,5.767,13,No,No,Yes,No
784,1892,Yes,0.7,No,5,No,47,0.4,110,4,10,1399,1564,2172,17,14,3,Yes,Yes,Yes,No
785,915,No,1.1,No,6,No,56,0.6,187,8,17,532,1448,905,19,10,12,No,Yes,No,No
786,774,Yes,2.8,No,7,Yes,55,0.9,124,3,18,8,896,3916,8,1,12,Yes,Yes,No,Yes
787,1848,Yes,1.4,Yes,2,Yes,42,0.7,179,2,10,154,605,3902,11,9,3,Yes,No,Yes,Yes
788,1501,No,1.1,No,12,Yes,2,0.2,187,1,15,198,1056,2487,13,12,16,Yes,Yes,Yes,No
789,1614,No,1.9,No,8,Yes,55,0.3,188,3,17,860,1330,3914,17,13,13,Yes,No,No,Yes
790,911,Yes,2.9,No,0,No,46,0.1,181,5,1,461,670,363,9,5,17,No,Yes,No,No
791,1520,No,0.5,No,1,Yes,24,0.7,199,5,8,109,1909,3233,13,3,4,Yes,No,Yes,Yes
792,1647,No,1.4,Yes,3,Yes,38,0.3,102,6,15,193,1185,2532,16,14,15,Yes,No,Yes,No
793,1347,No,0.9,Yes,8,Yes,53,0.8,108,6,15,961,1008,3836,15,3,14,Yes,No,Yes,Yes
794,967,Yes,1.6,No,4,No,25,0.6,92,8,9,243,1642,3076,7,4,18,No,Yes,Yes,No
795,1442,No,2.2,No,0,Yes,56,0.7,145,5,3,1626,1668,1513,11,8,7,Yes,Yes,No,No
796,1204,Yes,2.6,No,0,No,10,0.3,199,7,3,480,1482,1724,11,2,19,Yes,No,No,No
797,1320,No,2.1,Yes,0,Yes,41,0.6,144,7,2,123,1229,542,11,1,14,Yes,Yes,No,No
798,1800,Yes,0.7,No,2,Yes,8,0.4,100,7,6,400,823,3481,10,8,8,Yes,No,Yes,Yes
799,1567,No,2.1,Yes,3,No,22,0.8,153,3,19,190,1326,3991,15,2,10,Yes,No,No,Yes
800,1439,No,0.9,No,12,Yes,20,0.8,147,1,17,626,932,1790,19,12,15,Yes,No,Yes,No
801,1422,No,1,No,15,No,3,0.1,112,1,17,1,926,509,19,1,3,Yes,Yes,Yes,No
802,1591,Yes,2.2,Yes,4,Yes,52,1,161,3,16,548,1641,282,10,9,14,Yes,Yes,Yes,No
803,880,No,1.7,No,2,No,6,0.6,198,4,19,632,660,3006,6,4,3,Yes,No,No,No
804,1929,Yes,0.5,Yes,0,Yes,19,1,163,6,2,349,1051,1913,12,7,6,Yes,Yes,No,No
805,1642,Yes,1.6,Yes,0,No,5,0.4,102,5,2,1686,1889,1333,18,5.767,2,No,No,Yes,No
806,1511,No,2.5,Yes,3,No,21,0.2,114,3,18,1455,1982,3746,10,5.767,5,Yes,No,No,Yes
807,1312,No,1.3,No,5,Yes,10,0.6,163,2,9,95,893,3941,6,2,13,Yes,Yes,Yes,Yes
808,1852,No,1.4,No,4,Yes,10,0.7,196,1,18,580,1163,3970,13,1,11,Yes,No,Yes,Yes
809,972,Yes,1.3,No,8,No,44,0.7,82,7,10,297,589,3925,7,6,7,No,Yes,No,Yes
810,691,Yes,2.7,Yes,4,Yes,33,0.9,108,4,8,951,962,424,5,3,15,Yes,Yes,Yes,No
811,807,No,0.5,No,9,No,8,0.3,158,5,20,667,697,1284,17,13,2,No,Yes,Yes,No
812,1113,No,0.6,Yes,0,No,25,0.3,145,1,10,1047,1312,277,11,2,12,Yes,No,Yes,No
813,721,Yes,1.3,Yes,10,No,16,0.9,125,1,18,408,1862,1713,10,3,4,No,Yes,Yes,No
814,1188,Yes,1.5,Yes,0,No,54,0.3,198,6,2,1150,1469,485,12,7,7,No,Yes,No,No
815,1512,Yes,0.5,No,1,No,52,0.1,131,1,14,333,952,3002,6,5,7,No,No,Yes,No
816,805,Yes,0.7,No,0,No,64,0.1,97,4,14,641,704,418,11,6,17,No,Yes,Yes,No
817,918,No,0.9,Yes,1,No,8,0.1,123,7,5,653,671,1652,17,4,14,Yes,Yes,No,No
818,1320,No,0.5,Yes,7,No,48,0.2,168,5,16,103,1583,2893,8,5,9,No,No,Yes,No
819,1236,No,0.9,Yes,2,Yes,57,0.1,188,1,14,517,809,1406,14,12,20,Yes,No,Yes,No
820,1387,No,0.5,No,0,Yes,61,0.5,98,3,9.9165,785,1151,629,5,3,11,Yes,Yes,No,No
821,1883,Yes,2.7,Yes,6,Yes,30,0.5,95,2,10,531,791,3724,16,15,20,Yes,Yes,Yes,Yes
822,839,No,2,Yes,0,No,14,0.4,175,7,3,564,1391,3835,15,8,11,Yes,No,No,Yes
823,1593,Yes,1,No,0,Yes,52,0.7,130,8,9.9165,761,1336,1354,15,13,13,Yes,Yes,Yes,No
824,1722,Yes,1,No,7,No,25,0.8,88,6,19,1179,1638,2376,5,1,19,No,No,Yes,Yes
825,1954,No,0.6,Yes,8,No,7,0.9,126,3,9,673,690,3438,17,12,13,Yes,No,No,Yes
826,1788,Yes,0.5,Yes,15,Yes,2,0.3,150,6,20,472,1073,2655,12,2,4,Yes,No,Yes,No
827,1628,No,0.5,No,5,Yes,33,0.9,101,6,8,412,643,3361,16,10,13,Yes,No,No,Yes
828,1965,No,0.5,No,6,Yes,4,1,84,7,9,977,1660,3535,17,5.767,16,Yes,Yes,Yes,Yes
829,833,Yes,2.2,No,4,No,27,0.9,124,1,6,359,1395,2150,9,5,7,No,Yes,Yes,No
830,571,No,0.6,No,1,Yes,43,0.5,141,3,8,224,783,2587,7,5,18,Yes,No,No,No
831,1808,Yes,0.5,Yes,1,No,31,0.5,92,2,16,714,1208,2736,9,1,8,No,No,Yes,Yes
832,1860,No,0.5,Yes,2,Yes,55,0.7,83,6,3,195,799,676,15,5.767,4,Yes,No,Yes,No
833,1368,Yes,1.6,Yes,4,No,9,0.1,115,7,7,843,1145,2941,13,12,17,No,Yes,No,Yes
834,1161,No,1.3,Yes,0,Yes,21,0.6,126,8,12,308,1169,3336,6,4,14,Yes,No,Yes,Yes
835,1224,Yes,1.6,No,9,No,33,1,157,1,18,522,563,3796,10,5,13,Yes,Yes,No,Yes
836,902,Yes,0.6,Yes,0,No,63,0.7,122,5,14,364,1360,3654,18,8,15,No,Yes,Yes,Yes
837,787,Yes,0.5,No,15,No,11,0.6,93,1,16,806,1423,2934,8,6,14,Yes,No,Yes,No
838,854,No,0.5,No,2,No,30,0.5,125,8,5,518,1152,2889,5,2,11,No,No,Yes,No
839,1184,No,1.5,Yes,1,Yes,48,0.6,191,1,6,519,1577,3315,17,7,14,Yes,Yes,Yes,Yes
840,1973,No,1.6,Yes,5,Yes,39,0.8,152,4,6,792,1181,1993,9,5.767,5,Yes,No,No,No
841,510,No,1.7,Yes,3,No,35,0.8,120,3,6,382,1228,2509,17,2,11,No,Yes,Yes,No
842,966,No,2,No,8,Yes,34,0.5,118,2,10,214,1523,3534,18,17,11,Yes,Yes,Yes,Yes
843,1438,Yes,1.8,No,3,No,16,0.6,169,8,7,859,867,2246,14,11,15,No,No,No,No
844,1986,No,0.5,No,7,No,51,0.4,95,3,9,342,774,3165,5,5.767,13,Yes,No,No,Yes
845,1907,No,2,No,13,No,55,0.9,105,7,15,713,1513,286,14,4,17,Yes,No,Yes,No
846,1489,No,2.4,Yes,8,No,32,0.6,200,1,16,172,812,776,7,6,8,No,No,No,No
847,1843,Yes,1.8,Yes,13,Yes,16,0.7,134,6,18,118,580,3213,15,14,15,Yes,Yes,No,Yes
848,825,Yes,1.5,No,11,No,38,0.4,94,3,18,540,783,716,11,4,14,No,Yes,No,No
849,1286,Yes,2.3,No,10,Yes,16,0.1,98,2,18,18,662,424,10,5,4,Yes,Yes,No,No
850,840,No,0.6,No,0,Yes,63,0.8,137,7,19,987,1081,3486,12,8,18,Yes,Yes,No,Yes
851,757,No,2.3,Yes,5,Yes,58,0.2,163,4,7,535,697,3237,19,12,9,Yes,No,Yes,No
852,814,Yes,1.1,Yes,2,No,41,0.8,177,2,10,1092,1406,1944,16,6,12,Yes,No,No,No
853,1195,Yes,1.1,Yes,2,Yes,8,0.9,80,6,6,327,1001,643,14,2,19,Yes,No,No,No
854,767,No,0.8,No,7,Yes,10,0.5,107,4,12,517,1995,2317,6,5.767,12,Yes,Yes,Yes,No
855,1068,No,1.3,No,6,Yes,52,0.1,97,8,7,994,1500,1436,16,1,15,Yes,No,No,No
856,994,Yes,2.8,Yes,0,No,56,0.5,173,3,3,491,530,3190,5,2,20,Yes,Yes,Yes,No
857,1550,Yes,2.5,No,6,No,21,0.8,133,2,11,268,832,2338,16,1,15,No,Yes,No,No
858,1878,Yes,0.5,No,9,No,29,0.6,85,8,19,210,1026,1334,18,7,2,No,No,No,No
859,623,No,2,No,2,No,6,0.1,127,3,4,144,672,3657,17,3,19,Yes,Yes,No,No
860,1829,Yes,0.5,No,0,Yes,15,0.4,160,5,7,729,1267,2080,16,11,12,Yes,No,Yes,No
861,525,No,2.4,Yes,11,No,35,0.8,190,7,20,82,670,1609,16,11,3,No,No,No,No
862,1065,Yes,0.5,No,0,Yes,14,0.7,89,2,2,188,928,3078,10,1,18,Yes,No,Yes,No
863,1425,No,1.2,No,9,Yes,35,0.7,127,8,14,150,1897,590,13,2,6,Yes,Yes,Yes,No
864,1296,No,1.4,Yes,3,No,11,0.2,129,7,4,1222,1382,2552,19,8,10,Yes,Yes,Yes,No
865,642,No,2.8,No,3,No,34,0.8,197,2,15,331,1011,3355,12,5,13,No,No,No,No
866,1664,Yes,2.9,Yes,9,Yes,15,0.5,177,7,19,1178,1929,1968,12,7,9,Yes,No,No,No
867,1498,Yes,0.7,No,3,Yes,8,0.1,170,7,4,347,1076,3358,7,3,19,Yes,No,No,Yes
868,981,Yes,1.9,Yes,0,No,2,0.1,136,3,7,75,688,1539,19,12,19,No,No,No,No
869,1236,Yes,2.8,No,6,Yes,32,0.3,143,4,18,492,1403,942,16,12,14,Yes,Yes,Yes,No
870,1673,No,2.8,Yes,7,No,9,0.1,187,3,10,65,734,3669,9,1,10,Yes,No,Yes,Yes
871,712,Yes,1.6,No,6,Yes,9,0.8,172,2,14,881,1234,3612,13,5,4,Yes,No,No,Yes
872,569,Yes,0.5,Yes,10,Yes,4,0.8,170,3,19,351,1159,2351,8,7,10,Yes,Yes,No,No
873,603,Yes,0.7,Yes,0,Yes,64,0.2,156,6,9.9165,1842,1968,604,10,4,8,Yes,Yes,Yes,No
874,1332,No,0.8,Yes,2,No,11,0.5,187,2,4,758,1165,1285,5,5.767,9,Yes,Yes,No,No
875,1413,No,0.6,No,0,Yes,13,0.1,128,1,9.9165,1323,1481,515,5,5.767,18,Yes,Yes,No,No
876,1064,No,2.9,Yes,1,Yes,34,0.2,184,6,13,1175,1569,654,16,13,6,Yes,No,No,No
877,1444,No,0.6,No,2,No,48,0.5,82,5,17,1092,1554,2540,17,2,15,Yes,Yes,Yes,Yes
878,1366,Yes,1.7,Yes,5,Yes,53,0.2,161,5,9,647,1876,3869,17,5,14,Yes,No,Yes,Yes
879,906,No,2.1,Yes,7,No,18,0.1,136,2,11,1102,1793,3412,13,8,16,Yes,No,No,Yes
880,1554,No,2.7,Yes,3,Yes,47,0.7,185,5,12,319,1367,509,12,3,19,Yes,No,No,No
881,1187,No,2.3,No,0,Yes,21,0.2,122,6,6,215,1125,2547,10,3,5,Yes,Yes,No,No
882,1156,Yes,2.7,Yes,1,Yes,30,0.9,173,3,16,945,1913,2735,16,15,13,Yes,No,Yes,No
883,1918,No,2.8,No,1,No,22,0.3,139,1,5,381,1203,1369,9,6,6,No,Yes,Yes,No
884,841,Yes,0.5,Yes,8,No,39,0.1,199,6,13,546,828,2942,11,5,16,No,Yes,Yes,No
885,730,Yes,1.3,Yes,6,No,6,0.9,167,7,10,1096,1155,2812,10,1,17,No,No,No,No
886,878,Yes,1.3,No,13,Yes,31,0.5,153,4,18,575,618,3497,9,7,11,Yes,Yes,No,No
887,1059,No,0.5,Yes,0,No,50,0.7,182,8,1,519,1545,619,5,3,18,No,Yes,Yes,No
888,1578,No,2.9,No,8,No,3,0.9,200,1,20,342,670,3483,17,4,16,Yes,No,No,Yes
889,1829,No,1.7,No,0,No,36,0.8,112,5,1,291,563,1475,11,4,7,No,No,No,No
890,1132,No,1,No,0,No,8,0.1,157,1,4,1091,1293,1950,11,2,6,No,Yes,Yes,No
891,1652,No,0.6,Yes,4,Yes,40,1,198,7,6,352,1084,3592,7,6,6,Yes,No,No,Yes
892,912,No,0.5,Yes,0,No,58,0.3,107,5,1,165,1723,3573,17,3,20,Yes,Yes,No,Yes
893,1181,No,2.3,No,12,Yes,61,0.6,116,2,16,385,831,2020,6,5.767,18,Yes,Yes,No,No
894,1497,Yes,0.7,No,5,No,32,0.7,92,3,9,1920,1933,1329,6,1,7,Yes,Yes,No,No
895,1790,Yes,2.3,Yes,3,Yes,49,0.5,100,3,11,396,1980,3568,6,2,18,Yes,No,Yes,Yes
896,1742,Yes,1.6,No,3,No,49,0.8,100,1,9,1134,1469,1947,5,4,6,Yes,No,Yes,No
897,1549,Yes,0.5,No,4,No,8,0.4,158,5,7,721,1514,1998,12,7,15,Yes,Yes,No,No
898,1372,Yes,2.7,No,7,No,34,0.4,193,4,17,687,937,725,11,3,20,Yes,No,No,No
899,1112,No,0.5,No,0,Yes,12,0.9,190,4,6,777,1119,3302,11,5.767,20,Yes,Yes,Yes,Yes
900,1005,No,0.5,No,0,No,46,0.4,133,8,17,176,1556,3884,17,5.767,20,No,Yes,Yes,Yes
901,783,Yes,1.7,Yes,9,Yes,27,0.3,150,6,11,458,1263,1185,15,4,6,Yes,Yes,Yes,No
902,1698,No,2.5,No,10,Yes,26,0.4,105,2,18,485,1819,1656,5,3,17,Yes,No,Yes,No
903,899,Yes,2.7,No,3,Yes,53,0.3,192,4,11,641,1638,2870,19,16,10,Yes,No,Yes,No
904,1062,No,1.5,No,3,No,45,0.2,151,3,4,798,1435,911,14,2,9,No,No,No,No
905,989,Yes,2,No,4,No,17,0.2,166,3,19,256,1394,3892,18,7,19,Yes,Yes,No,Yes
906,1983,Yes,1.2,Yes,6,Yes,27,0.6,125,1,11,370,1197,3897,12,10,10,Yes,Yes,Yes,Yes
907,1800,Yes,3,No,5,No,53,0.3,87,1,12,191,1108,656,14,10,18,No,No,Yes,No
908,1254,No,1.7,No,0,Yes,45,0.4,146,3,3,1571,1956,606,7,2,2,Yes,Yes,Yes,No
909,868,No,1.7,No,0,No,30,0.8,83,4,9.9165,276,1026,1653,11,7,17,Yes,No,No,No
910,1205,No,0.5,Yes,3,No,12,0.6,175,4,6,573,614,860,14,1,14,Yes,No,Yes,No
911,1284,Yes,2.8,Yes,0,No,10,0.9,155,2,14,160,516,2197,16,2,9,No,Yes,Yes,No
912,626,No,0.7,Yes,2,Yes,23,0.5,187,2,9,90,1334,3458,7,5,11,Yes,No,Yes,No
913,1763,No,2.9,Yes,1,Yes,53,0.2,101,4,20,138,806,2066,12,9,17,Yes,Yes,Yes,No
914,694,Yes,1.8,Yes,15,No,36,0.4,193,4,20,983,1230,3676,12,8,5,Yes,No,Yes,Yes
915,1265,No,0.6,Yes,4,Yes,49,0.5,90,1,5,275,687,1518,16,11,8,Yes,No,Yes,No
916,816,Yes,0.5,No,4,No,14,0.9,198,3,13,149,558,1018,17,10,15,Yes,No,No,No
917,904,No,1.8,No,3,Yes,35,0.4,168,3,4,42,507,1360,15,12,11,Yes,No,No,No
918,979,No,0.5,Yes,0,Yes,5,0.5,164,7,2,793,1670,3449,5,2,14,Yes,No,No,Yes
919,1531,No,2,No,0,Yes,60,0.4,162,6,1,625,765,2524,13,11,7,Yes,No,No,No
920,934,No,2,Yes,2,No,30,0.7,182,8,15,521,1190,703,10,8,7,No,No,Yes,No
921,1624,Yes,2.6,Yes,0,No,58,1,200,3,11,1530,1744,1251,13,4,18,No,Yes,Yes,No
922,874,No,1.3,No,5,No,8,0.5,185,1,20,442,1248,582,6,4,15,No,No,No,No
923,1027,Yes,2.2,No,0,No,63,0.8,102,5,4,152,714,1732,8,5,13,No,Yes,Yes,No
924,1966,No,0.8,Yes,15,Yes,48,0.2,144,1,16,1242,1973,1252,6,4,19,Yes,Yes,Yes,No
925,1048,Yes,1.5,No,2,Yes,29,1,182,1,4,29,1670,2146,11,10,2,Yes,No,No,No
926,1496,Yes,1.9,Yes,13,No,38,0.1,126,4,14,501,506,1927,17,4,6,No,No,Yes,No
927,959,Yes,1.7,No,15,No,13,0.4,155,4,16,87,736,3328,10,9,10,Yes,Yes,Yes,No
928,1349,Yes,2.2,Yes,5,No,55,0.1,105,7,7,648,1019,2462,15,7,17,Yes,No,Yes,No
929,1689,Yes,2.4,Yes,0,Yes,13,0.9,168,2,9,521,674,1172,12,11,17,Yes,Yes,Yes,No
930,1558,Yes,2.4,No,0,Yes,27,0.1,146,1,1,120,1409,3598,9,2,12,Yes,No,Yes,Yes
931,582,No,0.5,Yes,3,No,27,0.2,168,3,10,985,1420,2437,19,2,2,Yes,Yes,Yes,No
932,1485,No,2.8,No,3,Yes,44,0.1,138,4,14,341,774,3271,14,12,8,Yes,Yes,No,Yes
933,1991,Yes,1.8,No,11,No,9,0.7,94,3,12,751,1377,1511,17,8,9,No,No,No,No
934,553,No,0.5,Yes,2,Yes,23,0.5,119,3,3,993,1517,2981,7,3,14,Yes,No,No,No
935,1231,No,0.7,Yes,2,No,7,0.9,113,1,7,43,1663,3119,9,4,15,Yes,Yes,No,Yes
936,805,No,0.8,No,1,No,34,0.6,88,6,2,1262,1538,3647,18,11,9,Yes,No,Yes,Yes
937,764,Yes,1.2,Yes,1,No,13,1,152,8,2,361,511,3148,18,7,6,Yes,Yes,No,No
938,894,No,0.9,No,5,Yes,54,0.2,130,3,15,104,541,2829,11,5,13,Yes,No,Yes,No
939,1589,No,2.6,No,9,No,46,0.4,84,3,16,618,940,2373,11,9,20,Yes,Yes,No,No
940,1456,No,1.6,Yes,9,Yes,39,0.1,80,8,10,815,1666,3998,6,3,13,Yes,Yes,No,Yes
941,743,No,0.5,Yes,0,Yes,33,0.3,95,2,1,1587,1659,316,19,10,4,Yes,No,No,No
942,1061,Yes,2.1,No,3,Yes,52,0.1,109,7,4,138,1330,999,16,12,9,Yes,Yes,No,No
943,1428,Yes,1.6,No,0,No,7,0.1,153,4,2,584,983,1808,12,8,13,No,Yes,No,No
944,674,Yes,2.8,Yes,0,Yes,8,0.2,93,3,9.9165,750,772,589,18,6,4,Yes,Yes,No,No
945,832,No,1.1,No,0,Yes,46,0.3,93,6,9.9165,820,1366,3317,8,5.767,19,Yes,Yes,No,Yes
946,1625,Yes,0.5,Yes,2,Yes,50,0.1,107,8,17,8,1219,670,16,3,8,Yes,No,No,No
947,907,No,1.4,Yes,3,No,42,0.2,151,1,16,171,507,584,11,9,6,Yes,No,No,No
948,1631,No,0.5,No,2,Yes,13,0.5,166,2,16,960,1735,2173,12,3,8,Yes,Yes,No,No
949,1584,Yes,1.3,No,6,No,41,0.6,135,4,15,160,1291,1561,10,5,17,No,No,Yes,No
950,1382,Yes,0.5,No,7,Yes,13,0.3,199,2,18,612,719,2073,16,7,9,Yes,No,Yes,No
951,633,Yes,1.4,No,0,Yes,46,0.7,102,6,10,709,1915,1401,19,14,11,Yes,Yes,No,No
952,1444,Yes,2.1,No,9,No,38,0.4,104,7,16,624,917,3764,14,9,10,No,No,No,Yes
953,852,Yes,1.6,Yes,6,Yes,54,0.4,147,5,7,538,730,1275,13,7,12,Yes,No,Yes,No
954,922,Yes,0.7,No,0,Yes,47,1,157,8,14,1295,1808,1464,17,4,12,Yes,No,Yes,No
955,1745,No,1.5,Yes,4,Yes,57,0.1,159,3,16,1164,1908,2885,13,11,5,Yes,Yes,Yes,Yes
956,862,No,2.3,No,9,Yes,6,0.1,107,8,14,829,1977,3458,9,4,9,Yes,Yes,Yes,Yes
957,1754,Yes,2.1,Yes,1,Yes,52,1,101,4,3,199,1452,3019,11,6,19,Yes,No,Yes,Yes
958,1008,No,2.5,No,3,No,36,1,109,1,14,825,1972,1083,6,4,6,No,No,No,No
959,1569,No,0.5,Yes,3,No,33,0.2,147,1,13,519,930,3538,18,1,15,Yes,No,Yes,Yes
960,1596,No,2.9,Yes,7,No,7,0.7,149,2,9,169,1190,2493,14,12,13,Yes,Yes,Yes,No
961,1807,Yes,0.5,Yes,2,Yes,61,0.1,134,6,6,1734,1968,3726,8,5,15,Yes,No,No,Yes
